axis,drop_rate_ci,drop_rate_mean,drop_rate_sd,effect_drop,effect_p95,effect_throughput,effect_trips,files,p95_s_ci,p95_s_mean,p95_s_sd,point,repeats,stage,stuck_fraction_ci,stuck_fraction_mean,stuck_fraction_sd,success_ci,success_mean,success_sd,throughput_per_min_ci,throughput_per_min_mean,throughput_per_min_sd,trips_per_arm_hour_ci,trips_per_arm_hour_mean,trips_per_arm_hour_sd,value
gripper_rate_scale,[0.004708089339337362;0.009121452674168732],0.006914771006753047,0.0008882372214954157,{"delta":0.0015716638105611;"rel":0.29414790923177264;"mean_ref":0.005343107196191947;"mean":0.006914771006753047;"n_ref":3;"n":3;"se":0.0005361393282115038;"lo":-0.0007353437187330009;"hi":0.003878671339855201;"df":2;"cohens_d":2.393516125690264;"separated":false},{"delta":0.6266661882400513;"rel":0.42727263491010736;"mean_ref":1.4666658639907837;"mean":2.093332052230835;"n_ref":3;"n":3;"se":0.014907105633461265;"lo":0.5625209126992674;"hi":0.6908114637808351;"df":2;"cohens_d":34.32395346635833;"separated":true},{"delta":-11.446125030517578;"rel":-0.20489472091706604;"mean_ref":55.86344528198242;"mean":44.417320251464844;"n_ref":3;"n":3;"se":0.2132126659932585;"lo":-12.124567733708126;"hi":-10.76768232732703;"df":3;"cohens_d":-43.83286475384331;"separated":true},{"delta":1.5624999205271406;"rel":0.6808509820443415;"mean_ref":2.2949220339457193;"mean":3.85742195447286;"n_ref":3;"n":3;"se":0.4528133816759424;"lo":-0.38595606082443945;"hi":3.5109559018787206;"df":2;"cohens_d":2.8174428902440605;"separated":false},["gripper_rate_scale__0p7__r0.json";"gripper_rate_scale__0p7__r1.json";"gripper_rate_scale__0p7__r2.json"],[2.0359587736129763;2.1507053308486936],2.093332052230835,0.0230939887434201,gripper_rate_scale__0p7,3,s2,[0.02878864597864903;0.03876452404669963],0.03377658501267433,0.0020077536211916907,[0.989407519800367;0.9939137892892936],0.9916606545448303,0.0009069355923098398,[43.91995030219353;44.91469020073616],44.417320251464844,0.20020218970389803,[1.989946417276532;5.7248974916691875],3.85742195447286,0.7516993986325872,0.7
gripper_rate_scale,[0.011178551597625994;0.013020177326370294],0.012099364461998144,0.00037064714509774463,{"delta":0.006756257265806197;"rel":1.264480950451716;"mean_ref":0.005343107196191947;"mean":0.012099364461998144;"n_ref":3;"n":3;"se":0.00026504721735599;"lo":0.005912877020179437;"hi":0.007599637511432958;"df":3;"cohens_d":20.81312534584961;"separated":true},{"delta":0.12666654586791992;"rel":0.08636360126584079;"mean_ref":1.4666658639907837;"mean":1.5933324098587036;"n_ref":3;"n":3;"se":0.00942808142449295;"lo":0.1004941918335275;"hi":0.15283889990231236;"df":4;"cohens_d":10.96965511460289;"separated":true},{"delta":-0.8382148742675781;"rel":-0.015004711400031153;"mean_ref":55.86344528198242;"mean":55.025230407714844;"n_ref":3;"n":3;"se":0.273017693498606;"lo":-1.7069571749801424;"hi":0.030527426444986183;"df":3;"cohens_d":-2.506795695736606;"separated":false},{"delta":2.2460937500000004;"rel":0.9787233364691841;"mean_ref":2.2949220339457193;"mean":4.54101578394572;"n_ref":3;"n":3;"se":0.7042093795160287;"lo":-0.784119210057471;"hi":5.276306710057472;"df":2;"cohens_d":2.6042366385101414;"separated":false},["gripper_rate_scale__1p5__r0.json";"gripper_rate_scale__1p5__r1.json";"gripper_rate_scale__1p5__r2.json"],[1.5646457705497743;1.622019049167633],1.5933324098587036,0.01154699437171005,gripper_rate_scale__1p5,3,s2,[0.013377093533383238;0.03799606163332221],0.025686577583352726,0.004954834252732016,[0.9962513654804305;0.9968057265504126],0.9965285460154215,0.00011157117580142071,[54.13877767513538;55.91168314029431],55.025230407714844,0.35681644697557513,[1.5622283202178644;7.519803247673575],4.54101578394572,1.1990265470894443,1.5
obs_latency_steps,[0.0030406190238231583;0.005204255397683962],0.00412243721075356,0.0004354552787161284,{"delta":-0.0012206699854383869;"rel":-0.2284569522221757;"mean_ref":0.005343107196191947;"mean":0.00412243721075356;"n_ref":3;"n":3;"se":0.0002960811126910399;"lo":-0.002162800086021276;"hi":-0.00027853988485549797;"df":3;"cohens_d":-3.3662156308888447;"separated":true},{"delta":0.09999990463256836;"rel":0.0681817904730322;"mean_ref":1.4666658639907837;"mean":1.566665768623352;"n_ref":3;"n":3;"se":0.00942808142449295;"lo":0.07382755059817593;"hi":0.1261722586669608;"df":4;"cohens_d":8.660254037844386;"separated":true},{"delta":-2.6049817403157576;"rel":-0.04663124028900415;"mean_ref":55.86344528198242;"mean":53.258463541666664;"n_ref":3;"n":3;"se":0.23009938879931516;"lo":-3.337157995475178;"hi":-1.8728054851563367;"df":3;"cohens_d":-9.243652038563363;"separated":true},{"delta":0.4394530455271406;"rel":0.19148931380974957;"mean_ref":2.2949220339457193;"mean":2.73437507947286;"n_ref":3;"n":3;"se":0.3009967968270403;"lo":-0.8557361712196137;"hi":1.7346422622738948;"df":2;"cohens_d":1.1920788291888975;"separated":false},["obs_latency_steps__1__r0.json";"obs_latency_steps__1__r1.json";"obs_latency_steps__1__r2.json"],[1.5379791293144227;1.5953524079322814],1.566665768623352,0.01154699437171005,obs_latency_steps__1,3,s2,[0.004157908409511715;0.017279266541525055],0.010718587475518385,0.0026408155878403622,[0.996963866372049;0.999033840677003],0.997998853524526,0.0004166047718501434,[52.63718434674825;53.87974273658508],53.258463541666664,0.25007834796285816,[1.5645463407512317;3.904203818194488],2.73437507947286,0.4708814342598366,1.0
obs_latency_steps,[0.004562950181145154;0.008889674100102303],0.006726312140623729,0.0008708000996929245,{"delta":0.0013832049444317818;"rel":0.25887651017325597;"mean_ref":0.005343107196191947;"mean":0.006726312140623729;"n_ref":3;"n":3;"se":0.0005265179926462023;"lo":-0.0008824019779248267;"hi":0.0036488118667883903;"df":2;"cohens_d":2.145001925147451;"separated":false},{"delta":0.3533329963684082;"rel":0.24090899300471377;"mean_ref":1.4666658639907837;"mean":1.819998860359192;"n_ref":3;"n":3;"se":0.013333320617675781;"lo":0.31090637016296385;"hi":0.39575962257385255;"df":3;"cohens_d":21.63715939458474;"separated":true},{"delta":-7.717286427815758;"rel":-0.1381455509745441;"mean_ref":55.86344528198242;"mean":48.146158854166664;"n_ref":3;"n":3;"se":0.19529448267580773;"lo":-8.557638586769759;"hi":-6.876934268861757;"df":2;"cohens_d":-32.26480285575455;"separated":true},{"delta":3.5156250000000004;"rel":1.5319147875169836;"mean_ref":2.2949220339457193;"mean":5.81054703394572;"n_ref":3;"n":3;"se":0.3750560430117842;"lo":1.901758846920293;"hi":5.129491153079708;"df":2;"cohens_d":7.65351164394876;"separated":true},["obs_latency_steps__2__r0.json";"obs_latency_steps__2__r1.json";"obs_latency_steps__2__r2.json"],[1.7703121435777236;1.8696855771406602],1.819998860359192,0.019999980926513672,obs_latency_steps__2,3,s2,[0.015347829958383071;0.024858874330338013],0.020103352144360542,0.0019142008000543789,[0.9945202547555804;0.9963951629156232],0.9954577088356018,0.00037734559524979126,[47.81172412414591;48.48059358418742],48.146158854166664,0.13461723081838842,[4.295440393864482;7.325653674026958],5.81054703394572,0.6098632766687604,2.0
obs_latency_steps,[0.009687958819092108;0.012935082825600313],0.01131152082234621,0.0006535189121251248,{"delta":0.0059684136261542635;"rel":1.1170304856335234;"mean_ref":0.005343107196191947;"mean":0.01131152082234621;"n_ref":3;"n":3;"se":0.00040843512117208134;"lo":0.004210917299750798;"hi":0.007725909952557729;"df":2;"cohens_d":11.931366982674934;"separated":true},{"delta":0.6533328294754028;"rel":0.4454544457029159;"mean_ref":1.4666658639907837;"mean":2.1199986934661865;"n_ref":3;"n":3;"se":0.02108183096256929;"lo":0.5626177108434671;"hi":0.7440479481073385;"df":2;"cohens_d":25.303495812182124;"separated":true},{"delta":-13.805338541666664;"rel":-0.24712651487893972;"mean_ref":55.86344528198242;"mean":42.05810674031576;"n_ref":3;"n":3;"se":0.2102687609834502;"lo":-14.474413739116002;"hi":-13.136263344217326;"df":3;"cohens_d":-53.60763845803888;"separated":true},{"delta":8.00781265894572;"rel":3.4893615297150986;"mean_ref":2.2949220339457193;"mean":10.30273469289144;"n_ref":3;"n":3;"se":0.7159610685147721;"lo":4.9270321811266555;"hi":11.088593136764786;"df":2;"cohens_d":9.132272611278221;"separated":true},["obs_latency_steps__3__r0.json";"obs_latency_steps__3__r1.json";"obs_latency_steps__3__r2.json"],[2.033938775539398;2.206058611392975],2.1199986934661865,0.03464098311513015,obs_latency_steps__3,3,s2,[0.03379704196141703;0.06200916430466828],0.047903103133042656,0.005677995501726737,[0.9881960173972375;0.9916236777575884],0.989909847577413,0.0006898538107387337,[41.5845104889759;42.531702991655614],42.05810674031576,0.19063276077034372,[7.272521412728964;13.332947973053916],10.30273469289144,1.2197265533375208,3.0
obs_latency_steps,[0.014224441625949897;0.016160955748680077],0.015192698687314987,0.00038974446318188973,{"delta":0.00984959149112304;"rel":1.8434201541273365;"mean_ref":0.005343107196191947;"mean":0.015192698687314987;"n_ref":3;"n":3;"se":0.00027402647238073617;"lo":0.008977639256007537;"hi":0.010721543726238542;"df":3;"cohens_d":29.3481053351039;"separated":true},{"delta":0.9933325052261353;"rel":0.6772725333112254;"mean_ref":1.4666658639907837;"mean":2.459998369216919;"n_ref":3;"n":3;"se":0.013333320617675781;"lo":0.9509058790206909;"hi":1.0357591314315795;"df":3;"cohens_d":60.82900257917085;"separated":true},{"delta":-18.437501271565758;"rel":-0.3300459035152346;"mean_ref":55.86344528198242;"mean":37.425944010416664;"n_ref":3;"n":3;"se":0.22041927218315624;"lo":-19.138875395652562;"hi":-17.736127147478953;"df":3;"cohens_d":-68.29782441425932;"separated":true},{"delta":8.34960953394572;"rel":3.638297689612583;"mean_ref":2.2949220339457193;"mean":10.64453156789144;"n_ref":3;"n":3;"se":0.831512705139708;"lo":4.7716103637295575;"hi":11.927608704161884;"df":2;"cohens_d":8.198825579463376;"separated":true},["obs_latency_steps__4__r0.json";"obs_latency_steps__4__r1.json";"obs_latency_steps__4__r2.json"],[2.4103116524354506;2.5096850859983872],2.459998369216919,0.019999980926513672,obs_latency_steps__4,3,s2,[0.051987748597154944;0.07510969414900748],0.06354872137308121,0.0046535422339820795,[0.9835333256315179;0.9858633847642951],0.9846983551979065,0.0004689496633290931,[36.87345958522858;37.97842843560475],37.425944010416664,0.22238696137956046,[7.109978946578592;14.179084189204286],10.64453156789144,1.4227340743991652,4.0
servo_damping_scale,[0.000410331952068844;0.0009462150090126806],0.0006782734805407623,0.00010785227533605053,{"delta":-0.004664833715651184;"rel":-0.873056359224054;"mean_ref":0.005343107196191947;"mean":0.0006782734805407623;"n_ref":3;"n":3;"se":0.00016832794322444401;"lo":-0.005389148855345967;"hi":-0.003940518575956402;"df":2;"cohens_d":-22.62738263454566;"separated":true},{"delta":0.059999942779541016;"rel":0.04090907428381932;"mean_ref":1.4666658639907837;"mean":1.5266658067703247;"n_ref":3;"n":3;"se":0.024944358789675936;"lo":-0.047335633092434534;"hi":0.16733551865151658;"df":2;"cohens_d":1.9639610121239315;"separated":false},{"delta":-51.835938692092896;"rel":-0.9279044360841003;"mean_ref":55.86344528198242;"mean":4.027506589889526;"n_ref":3;"n":3;"se":0.18569915379733815;"lo":-52.63500215088284;"hi":-51.03687523330295;"df":2;"cohens_d":-227.9163143492997;"separated":true},{"delta":6207.715006351471;"rel":2704.9786069108345;"mean_ref":2.2949220339457193;"mean":6210.009928385417;"n_ref":3;"n":3;"se":36.2988801236586;"lo":6051.520925179368;"hi":6363.909087523574;"df":2;"cohens_d":139.63455789249417;"separated":true},["servo_damping_scale__0p5__r0.json";"servo_damping_scale__0p5__r1.json";"servo_damping_scale__0p5__r2.json"],[1.4232346578212387;1.6300969557194107],1.5266658067703247,0.04163328028469467,servo_damping_scale__0p5,3,s2,[-0.0020036860822921915;0.011989580202280076],0.004992947059993942,0.0028162965569044547,[0.9910133963689679;0.997372956487986],0.9941931764284769,0.001279930425276344,[3.817370327529228;4.237642852249825],4.027506589889526,0.08458440225904246,[6053.816836421117;6366.203020349717],6210.009928385417,62.87110645443774,0.5
servo_damping_scale,[0.004147330865259747;0.005525551480555753],0.00483644117290775,0.0002773818417071256,{"delta":-0.0005066660232841969;"rel":-0.09482610112058011;"mean_ref":0.005343107196191947;"mean":0.00483644117290775;"n_ref":3;"n":3;"se":0.00022383882760011986;"lo":-0.0012189211727077782;"hi":0.00020558912613938447;"df":3;"cohens_d":-1.848164950286636;"separated":false},{"delta":0.184335748354594;"rel":0.12568353357118314;"mean_ref":1.4666658639907837;"mean":1.6510016123453777;"n_ref":3;"n":3;"se":0.00887596844625966;"lo":0.15609241675859575;"hi":0.21257907995059222;"df":3;"cohens_d":16.95696747747053;"separated":true},{"delta":-2.5236002604166643;"rel":-0.04517444721997121;"mean_ref":55.86344528198242;"mean":53.33984502156576;"n_ref":3;"n":3;"se":0.1960243894285459;"lo":-3.367093208127697;"hi":-1.6801073127056314;"df":2;"cohens_d":-10.511503136244256;"separated":true},{"delta":202.00196313858032;"rel":88.0212748627774;"mean_ref":2.2949220339457193;"mean":204.29688517252603;"n_ref":3;"n":3;"se":2.5924979401530512;"lo":190.84644450210175;"hi":213.1574817750589;"df":2;"cohens_d":63.61968882937755;"separated":true},["servo_damping_scale__0p75__r0.json";"servo_damping_scale__0p75__r1.json";"servo_damping_scale__0p75__r2.json"],[1.6257864523005408;1.6762167723902146],1.6510016123453777,0.010149648691294087,servo_damping_scale__0p75,3,s2,[0.0134606029034989;0.024037227984136652],0.018748915443817776,0.002128660470865891,[0.9970405684247503;0.9978683207099746],0.9974544445673624,0.00016659412201833952,[52.99759483467954;53.682095208451976],53.33984502156576,0.1377631216794966,[193.15522550174165;215.4385448433104],204.29688517252603,4.484759616648771,0.75
servo_damping_scale,[0.005557158597576627;0.009483866447440774],0.0075205125225087,0.0007902925287525268,{"delta":0.0021774053263167534;"rel":0.40751668390044626;"mean_ref":0.005343107196191947;"mean":0.0075205125225087;"n_ref":3;"n":3;"se":0.0004823322012601602;"lo":0.00010192986429428431;"hi":0.004252880788339223;"df":2;"cohens_d":3.685932640587925;"separated":true},{"delta":0.03333330154418945;"rel":0.022727263491010733;"mean_ref":1.4666658639907837;"mean":1.4999991655349731;"n_ref":3;"n":3;"se":0.006666660308837891;"lo":0.004646662235260009;"hi":0.0620199408531189;"df":2;"cohens_d":4.0824829046386295;"separated":true},{"delta":-3.1445299784342424;"rel":-0.05628958190032086;"mean_ref":55.86344528198242;"mean":52.71891530354818;"n_ref":3;"n":3;"se":0.2689293742605824;"lo":-4.000263247331415;"hi":-2.288796709537069;"df":3;"cohens_d":-9.547108727247052;"separated":true},{"delta":-0.9765626589457193;"rel":-0.4255319546811312;"mean_ref":2.2949220339457193;"mean":1.318359375;"n_ref":3;"n":3;"se":0.28471444117576267;"lo":-2.201688899325026;"hi":0.2485635814335876;"df":2;"cohens_d":-2.800560690908666;"separated":false},["servo_damping_scale__1p5__r0.json";"servo_damping_scale__1p5__r1.json";"servo_damping_scale__1p5__r2.json"],[1.4999991655349731;1.4999991655349731],1.4999991655349731,0.0,servo_damping_scale__1p5,3,s2,[0.00014639937488510751;0.02650073624046371],0.013323567807674408,0.005304096031950691,[0.9978693371443293;0.9987668548595566],0.998318096001943,0.00018063517121387677,[51.855912495720915;53.581918111375444],52.71891530354818,0.34737734376746904,[0.22660918579557432;2.4101095642044257],1.318359375,0.439453125,1.5
servo_damping_scale,[0.01012762470403011;0.011502624592595344],0.010815124648312727,0.0002767336355329458,{"delta":0.00547201745212078;"rel":1.0241264588553844;"mean_ref":0.005343107196191947;"mean":0.010815124648312727;"n_ref":3;"n":3;"se":0.00022357122739046197;"lo":0.00476061380656433;"hi":0.00618342109767723;"df":3;"cohens_d":19.984161614098976;"separated":true},{"delta":0.17333316802978516;"rel":0.11818177015325582;"mean_ref":1.4666658639907837;"mean":1.6399990320205688;"n_ref":3;"n":3;"se":0.006666660308837891;"lo":0.1446465287208557;"hi":0.2020198073387146;"df":2;"cohens_d":21.228911104120876;"separated":true},{"delta":-8.230795542399086;"rel":-0.14733777161169392;"mean_ref":55.86344528198242;"mean":47.632649739583336;"n_ref":3;"n":3;"se":0.18952221119167487;"lo":-9.046309617156863;"hi":-7.415281467641309;"df":2;"cohens_d":-35.45978266308466;"separated":true},{"delta":1.0742185910542807;"rel":0.4680850047037758;"mean_ref":2.2949220339457193;"mean":3.369140625;"n_ref":3;"n":3;"se":0.48828124602636347;"lo":-1.0268556105971611;"hi":3.1752927927057226;"df":2;"cohens_d":1.79629222687259;"separated":false},["servo_damping_scale__2__r0.json";"servo_damping_scale__2__r1.json";"servo_damping_scale__2__r2.json"],[1.6399990320205688;1.6399990320205688],1.6399990320205688,0.0,servo_damping_scale__2,3,s2,[0.023732320592784205;0.032104810202138304],0.027918565397461254,0.001685054309696002,[0.9954816767548059;0.9962636759902502],0.9958726763725281,0.00015738582468854286,[47.366721095557466;47.898578383609205],47.632649739583336,0.10704204569851322,[1.3429380261448882;5.395343223855112],3.369140625,0.815590482836429,2.0
