axis,drop_rate_ci,drop_rate_mean,drop_rate_sd,effect_drop,effect_p95,effect_throughput,effect_trips,files,p95_s_ci,p95_s_mean,p95_s_sd,point,repeats,stage,stuck_fraction_ci,stuck_fraction_mean,stuck_fraction_sd,success_ci,success_mean,success_sd,throughput_per_min_ci,throughput_per_min_mean,throughput_per_min_sd,trips_per_arm_hour_ci,trips_per_arm_hour_mean,trips_per_arm_hour_sd,value
action_deadband_rad,[NaN;NaN],0.004278813023120165,nan,{"delta":-4.596356302499771e-05;"rel":-0.010627962418277606;"mean_ref":0.004324776586145163;"mean":0.004278813023120165;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":1.4599992036819458;"mean":1.4599992036819458;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.146484375;"rel":-0.0025983024424042957;"mean_ref":56.376953125;"mean":56.23046875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.5859375;"rel":0.5;"mean_ref":1.171875;"mean":1.7578125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["action_deadband_rad__0p002__r0.json"],[NaN;NaN],1.4599992036819458,nan,action_deadband_rad__0p002,1,s1,[NaN;NaN],0.008209635503590107,nan,[NaN;NaN],0.9993053078651428,nan,[NaN;NaN],56.23046875,nan,[NaN;NaN],1.7578125,nan,0.002
action_deadband_rad,[NaN;NaN],0.005581914447247982,nan,{"delta":0.0012571378611028194;"rel":0.29068272916806415;"mean_ref":0.004324776586145163;"mean":0.005581914447247982;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.039999961853027344;"rel":0.027397249089007827;"mean_ref":1.4599992036819458;"mean":1.4999991655349731;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-1.123046875;"rel":-0.0199203187250996;"mean_ref":56.376953125;"mean":55.25390625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":1.171875;"mean":1.171875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["action_deadband_rad__0p005__r0.json"],[NaN;NaN],1.4999991655349731,nan,action_deadband_rad__0p005,1,s1,[NaN;NaN],0.013336587697267532,nan,[NaN;NaN],0.9984093308448792,nan,[NaN;NaN],55.25390625,nan,[NaN;NaN],1.171875,nan,0.005
action_deadband_rad,[NaN;NaN],0.005174824967980385,nan,{"delta":0.0008500483818352222;"rel":0.19655313168278657;"mean_ref":0.004324776586145163;"mean":0.005174824967980385;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.019999980926513672;"rel":0.013698624544503914;"mean_ref":1.4599992036819458;"mean":1.4799991846084595;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.15625;"rel":-0.002771522605231249;"mean_ref":56.376953125;"mean":56.220703125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.34375;"rel":2.0;"mean_ref":1.171875;"mean":3.515625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["action_deadband_rad__0p01__r0.json"],[NaN;NaN],1.4799991846084595,nan,action_deadband_rad__0p01,1,s1,[NaN;NaN],0.008694661781191826,nan,[NaN;NaN],0.9991316199302673,nan,[NaN;NaN],56.220703125,nan,[NaN;NaN],3.515625,nan,0.01
action_latency_steps,[NaN;NaN],0.018203072249889374,nan,{"delta":0.013878295663744211;"rel":3.2090202551051226;"mean_ref":0.004324776586145163;"mean":0.018203072249889374;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.6999994516372681;"rel":0.47945194070787983;"mean_ref":1.4599992036819458;"mean":2.159998655319214;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-15.341793060302734;"rel":-0.2721288081370172;"mean_ref":56.376953125;"mean":41.035160064697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":77.34375;"rel":66.0;"mean_ref":1.171875;"mean":78.515625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["action_latency_steps__1__r0.json"],[NaN;NaN],2.159998655319214,nan,action_latency_steps__1,1,s1,[NaN;NaN],0.04170898348093033,nan,[NaN;NaN],0.9902820587158203,nan,[NaN;NaN],41.035160064697266,nan,[NaN;NaN],78.515625,nan,1.0
action_latency_steps,[NaN;NaN],0.04944412037730217,nan,{"delta":0.04511934379115701;"rel":10.432757136102975;"mean_ref":0.004324776586145163;"mean":0.04944412037730217;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.8999983072280884;"rel":1.3013694133781146;"mean_ref":1.4599992036819458;"mean":3.359997510910034;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-38.46679496765137;"rel":-0.6823141875433051;"mean_ref":56.376953125;"mean":17.910158157348633;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":418.9453125;"rel":357.5;"mean_ref":1.171875;"mean":420.1171875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["action_latency_steps__2__r0.json"],[NaN;NaN],3.359997510910034,nan,action_latency_steps__2,1,s1,[NaN;NaN],0.12957030534744263,nan,[NaN;NaN],0.9301242232322693,nan,[NaN;NaN],17.910158157348633,nan,[NaN;NaN],420.1171875,nan,2.0
action_latency_steps,[NaN;NaN],0.059381239116191864,nan,{"delta":0.0550564625300467;"rel":12.730475536337616;"mean_ref":0.004324776586145163;"mean":0.059381239116191864;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.6149967908859253;"rel":1.7910946692924297;"mean_ref":1.4599992036819458;"mean":4.074995994567871;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-49.638671875;"rel":-0.8804780876494024;"mean_ref":56.376953125;"mean":6.73828125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":853.7109375;"rel":728.5;"mean_ref":1.171875;"mean":854.8828125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["action_latency_steps__3__r0.json"],[NaN;NaN],4.074995994567871,nan,action_latency_steps__3,1,s1,[NaN;NaN],0.10206054896116257,nan,[NaN;NaN],0.7917675375938416,nan,[NaN;NaN],6.73828125,nan,[NaN;NaN],854.8828125,nan,3.0
action_latency_steps,[NaN;NaN],0.035747021436691284,nan,{"delta":0.03142224485054612;"rel":7.265634241364121;"mean_ref":0.004324776586145163;"mean":0.035747021436691284;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.8579972982406616;"rel":1.957533463739658;"mean_ref":1.4599992036819458;"mean":4.317996501922607;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-53.96484375;"rel":-0.9572146197817426;"mean_ref":56.376953125;"mean":2.412109375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1268.5548095703125;"rel":1082.5001041666667;"mean_ref":1.171875;"mean":1269.7266845703125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["action_latency_steps__4__r0.json"],[NaN;NaN],4.317996501922607,nan,action_latency_steps__4,1,s1,[NaN;NaN],0.06796874850988388,nan,[NaN;NaN],0.6010362505912781,nan,[NaN;NaN],2.412109375,nan,[NaN;NaN],1269.7266845703125,nan,4.0
cam_pitch_deg,[NaN;NaN],0.07482431083917618,nan,{"delta":0.07049953425303102;"rel":16.301312414352928;"mean_ref":0.004324776586145163;"mean":0.07482431083917618;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":3.6389960050582886;"rel":2.4924643766114185;"mean_ref":1.4599992036819458;"mean":5.098995208740234;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-42.490234375;"rel":-0.7536809284600727;"mean_ref":56.376953125;"mean":13.88671875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":19.921875;"rel":17.0;"mean_ref":1.171875;"mean":21.09375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pitch_deg__m4__r0.json"],[NaN;NaN],5.098995208740234,nan,cam_pitch_deg__m4,1,s1,[NaN;NaN],0.4043847918510437,nan,[NaN;NaN],0.8970487117767334,nan,[NaN;NaN],13.88671875,nan,[NaN;NaN],21.09375,nan,-4.0
cam_pitch_deg,[NaN;NaN],0.010719976387917995,nan,{"delta":0.006395199801772833;"rel":1.4787352998211445;"mean_ref":0.004324776586145163;"mean":0.010719976387917995;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.3599996566772461;"rel":0.24657524180107046;"mean_ref":1.4599992036819458;"mean":1.819998860359192;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-5.117183685302734;"rel":-0.0907672976571973;"mean_ref":56.376953125;"mean":51.259769439697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":8.203125;"rel":7.0;"mean_ref":1.171875;"mean":9.375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pitch_deg__m1p5__r0.json"],[NaN;NaN],1.819998860359192,nan,cam_pitch_deg__m1p5,1,s1,[NaN;NaN],0.035403646528720856,nan,[NaN;NaN],0.9960022568702698,nan,[NaN;NaN],51.259769439697266,nan,[NaN;NaN],9.375,nan,-1.5
cam_pitch_deg,[NaN;NaN],0.004036326892673969,nan,{"delta":-0.0002884496934711933;"rel":-0.06669701607136647;"mean_ref":0.004324776586145163;"mean":0.004036326892673969;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.039999961853027344;"rel":0.027397249089007827;"mean_ref":1.4599992036819458;"mean":1.4999991655349731;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-1.6601524353027344;"rel":-0.029447360016455915;"mean_ref":56.376953125;"mean":54.716800689697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":1.171875;"mean":1.171875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pitch_deg__1p5__r0.json"],[NaN;NaN],1.4999991655349731,nan,cam_pitch_deg__1p5,1,s1,[NaN;NaN],0.004456380382180214,nan,[NaN;NaN],0.9985721707344055,nan,[NaN;NaN],54.716800689697266,nan,[NaN;NaN],1.171875,nan,1.5
cam_pitch_deg,[NaN;NaN],0.014461471699178219,nan,{"delta":0.010136695113033056;"rel":2.3438656104241162;"mean_ref":0.004324776586145163;"mean":0.014461471699178219;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.5399994850158691;"rel":0.3698628627016057;"mean_ref":1.4599992036819458;"mean":1.999998688697815;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-22.548824310302734;"rel":-0.3999652883033085;"mean_ref":56.376953125;"mean":33.828128814697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":82.6171875;"rel":70.5;"mean_ref":1.171875;"mean":83.7890625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pitch_deg__4__r0.json"],[NaN;NaN],1.999998688697815,nan,cam_pitch_deg__4,1,s1,[NaN;NaN],0.1142871081829071,nan,[NaN;NaN],0.9908177852630615,nan,[NaN;NaN],33.828128814697266,nan,[NaN;NaN],83.7890625,nan,4.0
cam_pos_x_m,[NaN;NaN],0.0070973350666463375,nan,{"delta":0.002772558480501175;"rel":0.6410871001714475;"mean_ref":0.004324776586145163;"mean":0.0070973350666463375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.17999982833862305;"rel":0.12328762090053523;"mean_ref":1.4599992036819458;"mean":1.6399990320205688;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-3.6816368103027344;"rel":-0.0653039337216352;"mean_ref":56.376953125;"mean":52.695316314697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":1.171875;"mean":1.171875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_x_m__m0p05__r0.json"],[NaN;NaN],1.6399990320205688,nan,cam_pos_x_m__m0p05,1,s1,[NaN;NaN],0.01689453050494194,nan,[NaN;NaN],0.9981471300125122,nan,[NaN;NaN],52.695316314697266,nan,[NaN;NaN],1.171875,nan,-0.05
cam_pos_x_m,[NaN;NaN],0.004595460370182991,nan,{"delta":0.00027068378403782845;"rel":0.06258907914572742;"mean_ref":0.004324776586145163;"mean":0.004595460370182991;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.019999980926513672;"rel":0.013698624544503914;"mean_ref":1.4599992036819458;"mean":1.4799991846084595;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.537109375;"rel":-0.009527108955482418;"mean_ref":56.376953125;"mean":55.83984375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.757812738418579;"rel":1.5000002034505209;"mean_ref":1.171875;"mean":2.929687738418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_x_m__m0p02__r0.json"],[NaN;NaN],1.4799991846084595,nan,cam_pos_x_m__m0p02,1,s1,[NaN;NaN],0.011048177257180214,nan,[NaN;NaN],0.999300479888916,nan,[NaN;NaN],55.83984375,nan,[NaN;NaN],2.929687738418579,nan,-0.02
cam_pos_x_m,[NaN;NaN],0.005421184469014406,nan,{"delta":0.0010964078828692436;"rel":0.2535178086150604;"mean_ref":0.004324776586145163;"mean":0.005421184469014406;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.059999942779541016;"rel":0.04109587363351174;"mean_ref":1.4599992036819458;"mean":1.5199991464614868;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.625;"rel":-0.011086090420924996;"mean_ref":56.376953125;"mean":55.751953125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":3.515625;"rel":3.0;"mean_ref":1.171875;"mean":4.6875;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_x_m__0p02__r0.json"],[NaN;NaN],1.5199991464614868,nan,cam_pos_x_m__0p02,1,s1,[NaN;NaN],0.002809244906529784,nan,[NaN;NaN],0.9994745850563049,nan,[NaN;NaN],55.751953125,nan,[NaN;NaN],4.6875,nan,0.02
cam_pos_x_m,[NaN;NaN],0.010479272343218327,nan,{"delta":0.006154495757073164;"rel":1.4230783104009772;"mean_ref":0.004324776586145163;"mean":0.010479272343218327;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.4799995422363281;"rel":0.32876698906809393;"mean_ref":1.4599992036819458;"mean":1.939998745918274;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-8.73046875;"rel":-0.15485882556729602;"mean_ref":56.376953125;"mean":47.646484375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":5.2734375;"rel":4.5;"mean_ref":1.171875;"mean":6.4453125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_x_m__0p05__r0.json"],[NaN;NaN],1.939998745918274,nan,cam_pos_x_m__0p05,1,s1,[NaN;NaN],0.029228515923023224,nan,[NaN;NaN],0.9920147657394409,nan,[NaN;NaN],47.646484375,nan,[NaN;NaN],6.4453125,nan,0.05
cam_pos_z_m,[NaN;NaN],0.0070862858556210995,nan,{"delta":0.002761509269475937;"rel":0.6385322373235873;"mean_ref":0.004324776586145163;"mean":0.0070862858556210995;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.09999990463256836;"rel":0.06849312272251958;"mean_ref":1.4599992036819458;"mean":1.5599991083145142;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.8398399353027344;"rel":-0.014896866338991859;"mean_ref":56.376953125;"mean":55.537113189697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.5859375;"rel":0.5;"mean_ref":1.171875;"mean":1.7578125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_z_m__m0p05__r0.json"],[NaN;NaN],1.5599991083145142,nan,cam_pos_z_m__m0p05,1,s1,[NaN;NaN],0.007760416716337204,nan,[NaN;NaN],0.9980657696723938,nan,[NaN;NaN],55.537113189697266,nan,[NaN;NaN],1.7578125,nan,-0.05
cam_pos_z_m,[NaN;NaN],0.004720255266875029,nan,{"delta":0.00039547868072986603;"rel":0.09144488110595585;"mean_ref":0.004324776586145163;"mean":0.004720255266875029;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":1.4599992036819458;"mean":1.4599992036819458;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.0;"rel":0.0;"mean_ref":56.376953125;"mean":56.376953125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.171875;"rel":1.0;"mean_ref":1.171875;"mean":2.34375;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_z_m__m0p02__r0.json"],[NaN;NaN],1.4599992036819458,nan,cam_pos_z_m__m0p02,1,s1,[NaN;NaN],0.008424479514360428,nan,[NaN;NaN],0.9989606738090515,nan,[NaN;NaN],56.376953125,nan,[NaN;NaN],2.34375,nan,-0.02
cam_pos_z_m,[NaN;NaN],0.006652512587606907,nan,{"delta":0.0023277360014617443;"rel":0.5382326589814767;"mean_ref":0.004324776586145163;"mean":0.006652512587606907;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.04700195789337158;"rel":0.03219313940366419;"mean_ref":1.4599992036819458;"mean":1.5070011615753174;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.966796875;"rel":-0.017148796119868352;"mean_ref":56.376953125;"mean":55.41015625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.929687976837158;"rel":2.5000004069010417;"mean_ref":1.171875;"mean":4.101562976837158;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_z_m__0p02__r0.json"],[NaN;NaN],1.5070011615753174,nan,cam_pos_z_m__0p02,1,s1,[NaN;NaN],0.00935872457921505,nan,[NaN;NaN],0.9984138011932373,nan,[NaN;NaN],55.41015625,nan,[NaN;NaN],4.101562976837158,nan,0.02
cam_pos_z_m,[NaN;NaN],0.004183516837656498,nan,{"delta":-0.00014125974848866463;"rel":-0.0326629007706904;"mean_ref":0.004324776586145163;"mean":0.004183516837656498;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.039999961853027344;"rel":0.027397249089007827;"mean_ref":1.4599992036819458;"mean":1.4999991655349731;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-0.6933555603027344;"rel":-0.012298563896587563;"mean_ref":56.376953125;"mean":55.683597564697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.929687976837158;"rel":2.5000004069010417;"mean_ref":1.171875;"mean":4.101562976837158;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_pos_z_m__0p05__r0.json"],[NaN;NaN],1.4999991655349731,nan,cam_pos_z_m__0p05,1,s1,[NaN;NaN],0.006302082911133766,nan,[NaN;NaN],0.9991230964660645,nan,[NaN;NaN],55.683597564697266,nan,[NaN;NaN],4.101562976837158,nan,0.05
cam_yaw_deg,[NaN;NaN],0.06118880957365036,nan,{"delta":0.0568640329875052;"rel":13.148432492368412;"mean_ref":0.004324776586145163;"mean":0.06118880957365036;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.5239933729171753;"rel":1.7287635270977968;"mean_ref":1.4599992036819458;"mean":3.983992576599121;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-52.81249976158142;"rel":-0.9367746363391543;"mean_ref":56.376953125;"mean":3.564453363418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.929687976837158;"rel":2.5000004069010417;"mean_ref":1.171875;"mean":4.101562976837158;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_yaw_deg__m4__r0.json"],[NaN;NaN],3.983992576599121,nan,cam_yaw_deg__m4,1,s1,[NaN;NaN],0.6801725625991821,nan,[NaN;NaN],0.8522167205810547,nan,[NaN;NaN],3.564453363418579,nan,[NaN;NaN],4.101562976837158,nan,-4.0
cam_yaw_deg,[NaN;NaN],0.007923456840217113,nan,{"delta":0.003598680254071951;"rel":0.832107782307338;"mean_ref":0.004324776586145163;"mean":0.007923456840217113;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.34599578380584717;"rel":0.2369835428220006;"mean_ref":1.4599992036819458;"mean":1.805994987487793;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-6.230464935302734;"rel":-0.11051439621946994;"mean_ref":56.376953125;"mean":50.146488189697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":1.757812738418579;"rel":1.5000002034505209;"mean_ref":1.171875;"mean":2.929687738418579;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_yaw_deg__m1p5__r0.json"],[NaN;NaN],1.805994987487793,nan,cam_yaw_deg__m1p5,1,s1,[NaN;NaN],0.029921874403953552,nan,[NaN;NaN],0.996497392654419,nan,[NaN;NaN],50.146488189697266,nan,[NaN;NaN],2.929687738418579,nan,-1.5
cam_yaw_deg,[NaN;NaN],0.00633981404826045,nan,{"delta":0.0020150374621152878;"rel":0.4659286837083455;"mean_ref":0.004324776586145163;"mean":0.00633981404826045;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":0.17999982833862305;"rel":0.12328762090053523;"mean_ref":1.4599992036819458;"mean":1.6399990320205688;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-3.3300743103027344;"rel":-0.059068007859864886;"mean_ref":56.376953125;"mean":53.046878814697266;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":2.34375;"rel":2.0;"mean_ref":1.171875;"mean":3.515625;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_yaw_deg__1p5__r0.json"],[NaN;NaN],1.6399990320205688,nan,cam_yaw_deg__1p5,1,s1,[NaN;NaN],0.01480794232338667,nan,[NaN;NaN],0.9959514141082764,nan,[NaN;NaN],53.046878814697266,nan,[NaN;NaN],3.515625,nan,1.5
cam_yaw_deg,[NaN;NaN],0.06406684964895248,nan,{"delta":0.05974207306280732;"rel":13.813909660489005;"mean_ref":0.004324776586145163;"mean":0.06406684964895248;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":3.4459980726242065;"rel":2.360273939830793;"mean_ref":1.4599992036819458;"mean":4.905997276306152;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":-44.873045921325684;"rel":-0.7959466312738178;"mean_ref":56.376953125;"mean":11.503907203674316;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},{"delta":26.953125;"rel":23.0;"mean_ref":1.171875;"mean":28.125;"n_ref":1;"n":1;"se":NaN;"lo":NaN;"hi":NaN;"cohens_d":NaN;"separated":null},["cam_yaw_deg__4__r0.json"],[NaN;NaN],4.905997276306152,nan,cam_yaw_deg__4,1,s1,[NaN;NaN],0.47757488489151,nan,[NaN;NaN],0.8927701115608215,nan,[NaN;NaN],11.503907203674316,nan,[NaN;NaN],28.125,nan,4.0
